KT,YT,TAZE HAVA ORANI,,T1 ENTHALPY,TAZE HAVA,DÖNÜ? HAVASI,DÖNÜ? HAVASI ENTHALPY,KT,YT,Tmix Enthalpy,,,ÜFLEME ENTHALPY 15 C,TOPLU HAVA DEB?S?,Enthalpy Fark?,13,14,15,16,17,18,19,20,21,22,23,24
40,28,75,40287527,,,,55.69,27,,80.6,,,44.78,,8.56,,,,,,,,,,,,
40,28,80,40288027,,8000,2000,55.69,27,,82.33,,,44.78,,8.97,,,,,,,,,,,,
40,28,85,40288527,,,,55.69,27,,84.08,,,44.78,,9.39,,,,,,,,,,,,
40,28,90,40289027,,9000,1000,55.69,27,,85.83,,,44.78,,9.80,,,,,,,,,,,,
40,28,95,40289527,,,,55.69,27,,87.595,,,44.78,,10.23,,,,,,,,,,,,
40,28,100,402810027,,10000,0,55.69,27,,89.36,,,44.78,,10.65,,,,,,,,,,,,
,,,27,,,,55.69,27,,72.525,,,44.78,,6.63,,,,,,,,,,,,
39,27,0,3927027,84.70,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
39,27,5,3927527,,,,55.69,27,,57.08,,,44.78,,2.94,,,,,,,,,,,,
39,27,10,39271027,,1000,9000,55.69,27,,58.47,,,44.78,,3.27,,,,,,,,,,,,
39,27,15,39271527,,,,55.69,27,,59.87,,,44.78,,3.60,,,,,,,,,,,,
39,27,20,39272027,,2000,8000,55.69,27,,61.27,,,44.78,,3.94,,,,,,,,,,,,
39,27,25,39272527,,,,55.69,27,,62.685,,,44.78,,4.28,,,,,,,,,,,,
39,27,30,39273027,,3000,7000,55.69,27,,64.10,,,44.78,,4.61,,,,,,,,,,,,
39,27,35,39273527,,,,55.69,27,,65.53,,,44.78,,4.95,,,,,,,,,,,,
39,27,40,39274027,,4000,6000,55.69,27,,66.95,,,44.78,,5.30,,,,,,,,,,,,
39,27,45,39274527,,,,55.69,27,,68.395,,,44.78,,5.64,,,,,,,,,,,,
39,27,50,39275027,,5000,5000,55.69,27,,69.84,,,44.78,,5.99,,,,,,,,,,,,
39,27,55,39275527,,,,55.69,27,,71.295,,,44.78,,6.33,,,,,,,,,,,,
39,27,60,39276027,,6000,4000,55.69,27,,72.75,,,44.78,,6.68,,,,,,,,,,,,
39,27,65,39276527,,,,55.69,27,,74.22,,,44.78,,7.03,,,,,,,,,,,,
39,27,70,39277027,,7000,3000,55.69,27,,75.69,,,44.78,,7.38,,,,,,,,,,,,
39,27,75,39277527,,,,55.69,27,,77.175,,,44.78,,7.74,,,,,,,,,,,,
39,27,80,39278027,,8000,2000,55.69,27,,78.66,,,44.78,,8.09,,,,,,,,,,,,
39,27,85,39278527,,,,55.69,27,,80.16,,,44.78,,8.45,,,,,,,,,,,,
39,27,90,39279027,,9000,1000,55.69,27,,81.66,,,44.78,,8.81,,,,,,,,,,,,
39,27,95,39279527,,,,55.69,27,,83.18,,,44.78,,9.17,,,,,,,,,,,,
39,27,100,392710027,,10000,0,55.69,27,,84.70,,,44.78,,9.53,,,,,,,,,,,,
,,,27,,,,55.69,27,,70.195,,,44.78,,6.07,,,,,,,,,,,,
39,28,0,3928027,89.41,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
39,28,5,3928527,,,,55.69,27,,57.3,,,44.78,,2.99,,,,,,,,,,,,
39,28,10,39281027,,1000,9000,55.69,27,,58.91,,,44.78,,3.37,,,,,,,,,,,,
39,28,15,39281527,,,,55.69,27,,60.535,,,44.78,,3.76,,,,,,,,,,,,
39,28,20,39282027,,2000,8000,55.69,27,,62.16,,,44.78,,4.15,,,,,,,,,,,,
39,28,25,39282527,,,,55.69,27,,63.8,,,44.78,,4.54,,,,,,,,,,,,
39,28,30,39283027,,3000,7000,55.69,27,,65.44,,,44.78,,4.93,,,,,,,,,,,,
39,28,35,39283527,,,,55.69,27,,67.1,,,44.78,,5.33,,,,,,,,,,,,
39,28,40,39284027,,4000,6000,55.69,27,,68.76,,,44.78,,5.73,,,,,,,,,,,,
39,28,45,39284527,,,,55.69,27,,70.435,,,44.78,,6.13,,,,,,,,,,,,
39,28,50,39285027,,5000,5000,55.69,27,,72.11,,,44.78,,6.53,,,,,,,,,,,,
39,28,55,39285527,,,,55.69,27,,73.805,,,44.78,,6.93,,,,,,,,,,,,
39,28,60,39286027,,6000,4000,55.69,27,,75.50,,,44.78,,7.34,,,,,,,,,,,,
39,28,65,39286527,,,,55.69,27,,77.21,,,44.78,,7.75,,,,,,,,,,,,
39,28,70,39287027,,7000,3000,55.69,27,,78.92,,,44.78,,8.15,,,,,,,,,,,,
39,28,75,39287527,,,,55.69,27,,80.65,,,44.78,,8.57,,,,,,,,,,,,
39,28,80,39288027,,8000,2000,55.69,27,,82.38,,,44.78,,8.98,,,,,,,,,,,,
39,28,85,39288527,,,,55.69,27,,84.13,,,44.78,,9.40,,,,,,,,,,,,
39,28,90,39289027,,9000,1000,55.69,27,,85.88,,,44.78,,9.82,,,,,,,,,,,,
39,28,95,39289527,,,,55.69,27,,87.645,,,44.78,,10.24,,,,,,,,,,,,
39,28,100,392810027,,10000,0,55.69,27,,89.41,,,44.78,,10.66,,,,,,,,,,,,
,,,27,,,,55.69,27,,72.55,,,44.78,,6.63,,,,,,,,,,,,
38,27,0,3827027,84.74,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
38,27,5,3827527,,,,55.69,27,,57.085,,,44.78,,2.94,,,,,,,,,,,,
38,27,10,38271027,,1000,9000,55.69,27,,58.48,,,44.78,,3.27,,,,,,,,,,,,
38,27,15,38271527,,,,55.69,27,,59.885,,,44.78,,3.61,,,,,,,,,,,,
38,27,20,38272027,,2000,8000,55.69,27,,61.29,,,44.78,,3.94,,,,,,,,,,,,
38,27,25,38272527,,,,55.69,27,,62.71,,,44.78,,4.28,,,,,,,,,,,,
38,27,30,38273027,,3000,7000,55.69,27,,64.13,,,44.78,,4.62,,,,,,,,,,,,
38,27,35,38273527,,,,55.69,27,,65.56,,,44.78,,4.96,,,,,,,,,,,,
38,27,40,38274027,,4000,6000,55.69,27,,66.99,,,44.78,,5.30,,,,,,,,,,,,
38,27,45,38274527,,,,55.69,27,,68.435,,,44.78,,5.65,,,,,,,,,,,,
38,27,50,38275027,,5000,5000,55.69,27,,69.88,,,44.78,,5.99,,,,,,,,,,,,
38,27,55,38275527,,,,55.69,27,,71.34,,,44.78,,6.34,,,,,,,,,,,,
38,27,60,38276027,,6000,4000,55.69,27,,72.80,,,44.78,,6.69,,,,,,,,,,,,
38,27,65,38276527,,,,55.69,27,,74.27,,,44.78,,7.04,,,,,,,,,,,,
38,27,70,38277027,,7000,3000,55.69,27,,75.74,,,44.78,,7.39,,,,,,,,,,,,
38,27,75,38277527,,,,55.69,27,,77.225,,,44.78,,7.75,,,,,,,,,,,,
38,27,80,38278027,,8000,2000,55.69,27,,78.71,,,44.78,,8.10,,,,,,,,,,,,
38,27,85,38278527,,,,55.69,27,,80.21,,,44.78,,8.46,,,,,,,,,,,,
38,27,90,38279027,,9000,1000,55.69,27,,81.71,,,44.78,,8.82,,,,,,,,,,,,
38,27,95,38279527,,,,55.69,27,,83.225,,,44.78,,9.18,,,,,,,,,,,,
38,27,100,382710027,,10000,0,55.69,27,,84.74,,,44.78,,9.54,,,,,,,,,,,,
,,,27,,,,55.69,27,,70.215,,,44.78,,6.07,,,,,,,,,,,,
38,28,0,3828027,89.46,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
38,28,5,3828527,,,,55.69,27,,57.305,,,44.78,,2.99,,,,,,,,,,,,
38,28,10,38281027,,1000,9000,55.69,27,,58.92,,,44.78,,3.38,,,,,,,,,,,,
38,28,15,38281527,,,,55.69,27,,60.55,,,44.78,,3.77,,,,,,,,,,,,
38,28,20,38282027,,2000,8000,55.69,27,,62.18,,,44.78,,4.16,,,,,,,,,,,,
38,28,25,38282527,,,,55.69,27,,63.83,,,44.78,,4.55,,,,,,,,,,,,
38,28,30,38283027,,3000,7000,55.69,27,,65.48,,,44.78,,4.94,,,,,,,,,,,,
38,28,35,38283527,,,,55.69,27,,67.14,,,44.78,,5.34,,,,,,,,,,,,
38,28,40,38284027,,4000,6000,55.69,27,,68.80,,,44.78,,5.74,,,,,,,,,,,,
38,28,45,38284527,,,,55.69,27,,70.48,,,44.78,,6.14,,,,,,,,,,,,
38,28,50,38285027,,5000,5000,55.69,27,,72.16,,,44.78,,6.54,,,,,,,,,,,,
38,28,55,38285527,,,,55.69,27,,73.855,,,44.78,,6.94,,,,,,,,,,,,
38,28,60,38286027,,6000,4000,55.69,27,,75.55,,,44.78,,7.35,,,,,,,,,,,,
38,28,65,38286527,,,,55.69,27,,77.265,,,44.78,,7.76,,,,,,,,,,,,
38,28,70,38287027,,7000,3000,55.69,27,,78.98,,,44.78,,8.17,,,,,,,,,,,,
38,28,75,38287527,,,,55.69,27,,80.71,,,44.78,,8.58,,,,,,,,,,,,
38,28,80,38288027,,8000,2000,55.69,27,,82.44,,,44.78,,8.99,,,,,,,,,,,,
38,28,85,38288527,,,,55.69,27,,84.185,,,44.78,,9.41,,,,,,,,,,,,
38,28,90,38289027,,9000,1000,55.69,27,,85.93,,,44.78,,9.83,,,,,,,,,,,,
38,28,95,38289527,,,,55.69,27,,87.695,,,44.78,,10.25,,,,,,,,,,,,
38,28,100,382810027,,10000,0,55.69,27,,89.46,,,44.78,,10.67,,,,,,,,,,,,
,,,27,,,,55.69,27,,72.575,,,44.78,,6.64,,,,,,,,,,,,
37,27,0,3727027,84.79,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
37,27,5,3727527,,,,55.69,27,,57.09,,,44.78,,2.94,,,,,,,,,,,,
37,27,10,37271027,,1000,9000,55.69,27,,58.49,,,44.78,,3.27,,,,,,,,,,,,
37,27,15,37271527,,,,55.69,27,,59.9,,,44.78,,3.61,,,,,,,,,,,,
37,27,20,37272027,,2000,8000,55.69,27,,61.31,,,44.78,,3.95,,,,,,,,,,,,
37,27,25,37272527,,,,55.69,27,,62.735,,,44.78,,4.29,,,,,,,,,,,,
37,27,30,37273027,,3000,7000,55.69,27,,64.16,,,44.78,,4.63,,,,,,,,,,,,
37,27,35,37273527,,,,55.69,27,,65.595,,,44.78,,4.97,,,,,,,,,,,,
37,27,40,37274027,,4000,6000,55.69,27,,67.03,,,44.78,,5.31,,,,,,,,,,,,
37,27,45,37274527,,,,55.69,27,,68.475,,,44.78,,5.66,,,,,,,,,,,,
37,27,50,37275027,,5000,5000,55.69,27,,69.92,,,44.78,,6.00,,,,,,,,,,,,
37,27,55,37275527,,,,55.69,27,,71.38,,,44.78,,6.35,,,,,,,,,,,,
37,27,60,37276027,,6000,4000,55.69,27,,72.84,,,44.78,,6.70,,,,,,,,,,,,
37,27,65,37276527,,,,55.69,27,,74.315,,,44.78,,7.05,,,,,,,,,,,,
37,27,70,37277027,,7000,3000,55.69,27,,75.79,,,44.78,,7.41,,,,,,,,,,,,
37,27,75,37277527,,,,55.69,27,,77.275,,,44.78,,7.76,,,,,,,,,,,,
37,27,80,37278027,,8000,2000,55.69,27,,78.76,,,44.78,,8.12,,,,,,,,,,,,
37,27,85,37278527,,,,55.69,27,,80.26,,,44.78,,8.47,,,,,,,,,,,,
37,27,90,37279027,,9000,1000,55.69,27,,81.76,,,44.78,,8.83,,,,,,,,,,,,
37,27,95,37279527,,,,55.69,27,,83.275,,,44.78,,9.19,,,,,,,,,,,,
37,27,100,372710027,,10000,0,55.69,27,,84.79,,,44.78,,9.56,,,,,,,,,,,,
,,,27,,,,55.69,27,,70.24,,,44.78,,6.08,,,,,,,,,,,,
37,28,0,3728027,89.51,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
37,28,5,3728527,,,,55.69,27,,57.315,,,44.78,,2.99,,,,,,,,,,,,
37,28,10,37281027,,1000,9000,55.69,27,,58.94,,,44.78,,3.38,,,,,,,,,,,,
37,28,15,37281527,,,,55.69,27,,60.575,,,44.78,,3.77,,,,,,,,,,,,
37,28,20,37282027,,2000,8000,55.69,27,,62.21,,,44.78,,4.16,,,,,,,,,,,,
37,28,25,37282527,,,,55.69,27,,63.86,,,44.78,,4.56,,,,,,,,,,,,
37,28,30,37283027,,3000,7000,55.69,27,,65.51,,,44.78,,4.95,,,,,,,,,,,,
37,28,35,37283527,,,,55.69,27,,67.175,,,44.78,,5.35,,,,,,,,,,,,
37,28,40,37284027,,4000,6000,55.69,27,,68.84,,,44.78,,5.75,,,,,,,,,,,,
37,28,45,37284527,,,,55.69,27,,70.52,,,44.78,,6.15,,,,,,,,,,,,
37,28,50,37285027,,5000,5000,55.69,27,,72.2,,,44.78,,6.55,,,,,,,,,,,,
37,28,55,37285527,,,,55.69,27,,73.9,,,44.78,,6.96,,,,,,,,,,,,
37,28,60,37286027,,6000,4000,55.69,27,,75.6,,,44.78,,7.36,,,,,,,,,,,,
37,28,65,37286527,,,,55.69,27,,77.315,,,44.78,,7.77,,,,,,,,,,,,
37,28,70,37287027,,7000,3000,55.69,27,,79.03,,,44.78,,8.18,,,,,,,,,,,,
37,28,75,37287527,,,,55.69,27,,80.76,,,44.78,,8.59,,,,,,,,,,,,
37,28,80,37288027,,8000,2000,55.69,27,,82.49,,,44.78,,9.01,,,,,,,,,,,,
37,28,85,37288527,,,,55.69,27,,84.235,,,44.78,,9.42,,,,,,,,,,,,
37,28,90,37289027,,9000,1000,55.69,27,,85.98,,,44.78,,9.84,,,,,,,,,,,,
37,28,95,37289527,,,,55.69,27,,87.745,,,44.78,,10.26,,,,,,,,,,,,
37,28,100,372810027,,10000,0,55.69,27,,89.51,,,44.78,,10.68,,,,,,,,,,,,
,,,27,,,,55.69,27,,72.6,,,44.78,,6.64,,,,,,,,,,,,
36,27,0,3627027,84.84,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
36,27,5,3627527,,,,55.69,27,,57.095,,,44.78,,2.94,,,,,,,,,,,,
36,27,10,36271027,,1000,9000,55.69,27,,58.5,,,44.78,,3.28,,,,,,,,,,,,
36,27,15,36271527,,,,55.69,27,,59.915,,,44.78,,3.61,,,,,,,,,,,,
36,27,20,36272027,,2000,8000,55.69,27,,61.33,,,44.78,,3.95,,,,,,,,,,,,
36,27,25,36272527,,,,55.69,27,,62.755,,,44.78,,4.29,,,,,,,,,,,,
36,27,30,36273027,,3000,7000,55.69,27,,64.18,,,44.78,,4.63,,,,,,,,,,,,
36,27,35,36273527,,,,55.69,27,,65.62,,,44.78,,4.98,,,,,,,,,,,,
36,27,40,36274027,,4000,6000,55.69,27,,67.06,,,44.78,,5.32,,,,,,,,,,,,
36,27,45,36274527,,,,55.69,27,,68.51,,,44.78,,5.67,,,,,,,,,,,,
36,27,50,36275027,,5000,5000,55.69,27,,69.96,,,44.78,,6.01,,,,,,,,,,,,
36,27,55,36275527,,,,55.69,27,,71.425,,,44.78,,6.36,,,,,,,,,,,,
36,27,60,36276027,,6000,4000,55.69,27,,72.89,,,44.78,,6.71,,,,,,,,,,,,
36,27,65,36276527,,,,55.69,27,,74.365,,,44.78,,7.07,,,,,,,,,,,,
36,27,70,36277027,,7000,3000,55.69,27,,75.84,,,44.78,,7.42,,,,,,,,,,,,
36,27,75,36277527,,,,55.69,27,,77.325,,,44.78,,7.77,,,,,,,,,,,,
36,27,80,36278027,,8000,2000,55.69,27,,78.81,,,44.78,,8.13,,,,,,,,,,,,
36,27,85,36278527,,,,55.69,27,,80.31,,,44.78,,8.49,,,,,,,,,,,,
36,27,90,36279027,,9000,1000,55.69,27,,81.81,,,44.78,,8.84,,,,,,,,,,,,
36,27,95,36279527,,,,55.69,27,,83.325,,,44.78,,9.21,,,,,,,,,,,,
36,27,100,362710027,,10000,0,55.69,27,,84.84,,,44.78,,9.57,,,,,,,,,,,,
,,,27,,,,55.69,27,,70.265,,,44.78,,6.09,,,,,,,,,,,,
36,28,0,3628027,89.56,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
36,28,5,3628527,,,,55.69,27,,57.32,,,44.78,,3.00,,,,,,,,,,,,
36,28,10,36281027,,1000,9000,55.69,27,,58.95,,,44.78,,3.38,,,,,,,,,,,,
36,28,15,36281527,,,,55.69,27,,60.59,,,44.78,,3.78,,,,,,,,,,,,
36,28,20,36282027,,2000,8000,55.69,27,,62.23,,,44.78,,4.17,,,,,,,,,,,,
36,28,25,36282527,,,,55.69,27,,63.885,,,44.78,,4.56,,,,,,,,,,,,
36,28,30,36283027,,3000,7000,55.69,27,,65.54,,,44.78,,4.96,,,,,,,,,,,,
36,28,35,36283527,,,,55.69,27,,67.21,,,44.78,,5.36,,,,,,,,,,,,
36,28,40,36284027,,4000,6000,55.69,27,,68.88,,,44.78,,5.76,,,,,,,,,,,,
36,28,45,36284527,,,,55.69,27,,70.565,,,44.78,,6.16,,,,,,,,,,,,
36,28,50,36285027,,5000,5000,55.69,27,,72.25,,,44.78,,6.56,,,,,,,,,,,,
36,28,55,36285527,,,,55.69,27,,73.95,,,44.78,,6.97,,,,,,,,,,,,
36,28,60,36286027,,6000,4000,55.69,27,,75.65,,,44.78,,7.37,,,,,,,,,,,,
36,28,65,36286527,,,,55.69,27,,77.37,,,44.78,,7.78,,,,,,,,,,,,
36,28,70,36287027,,7000,3000,55.69,27,,79.08,,,44.78,,8.19,,,,,,,,,,,,
36,28,75,36287527,,,,55.69,27,,80.81,,,44.78,,8.61,,,,,,,,,,,,
36,28,80,36288027,,8000,2000,55.69,27,,82.54,,,44.78,,9.02,,,,,,,,,,,,
36,28,85,36288527,,,,55.69,27,,84.29,,,44.78,,9.44,,,,,,,,,,,,
36,28,90,36289027,,9000,1000,55.69,27,,86.04,,,44.78,,9.85,,,,,,,,,,,,
36,28,95,36289527,,,,55.69,27,,87.8,,,44.78,,10.27,,,,,,,,,,,,
36,28,100,362810027,,10000,0,55.69,27,,89.56,,,44.78,,10.70,,,,,,,,,,,,
,,,27,,,,55.69,27,,72.625,,,44.78,,6.65,,,,,,,,,,,,
35,27,0,3527027,84.89,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
35,27,5,3527527,,,,55.69,27,,57.1,,,44.78,,2.94,,,,,,,,,,,,
35,27,10,35271027,,1000,9000,55.69,27,,58.51,,,44.78,,3.28,,,,,,,,,,,,
35,27,15,35271527,,,,55.69,27,,59.93,,,44.78,,3.62,,,,,,,,,,,,
35,27,20,35272027,,2000,8000,55.69,27,,61.35,,,44.78,,3.96,,,,,,,,,,,,
35,27,25,35272527,,,,55.69,27,,62.78,,,44.78,,4.30,,,,,,,,,,,,
35,27,30,35273027,,3000,7000,55.69,27,,64.21,,,44.78,,4.64,,,,,,,,,,,,
35,27,35,35273527,,,,55.69,27,,65.655,,,44.78,,4.99,,,,,,,,,,,,
35,27,40,35274027,,4000,6000,55.69,27,,67.1,,,44.78,,5.33,,,,,,,,,,,,
35,27,45,35274527,,,,55.69,27,,68.555,,,44.78,,5.68,,,,,,,,,,,,
35,27,50,35275027,,5000,5000,55.69,27,,70.01,,,44.78,,6.03,,,,,,,,,,,,
35,27,55,35275527,,,,55.69,27,,71.475,,,44.78,,6.38,,,,,,,,,,,,
35,27,60,35276027,,6000,4000,55.69,27,,72.94,,,44.78,,6.73,,,,,,,,,,,,
35,27,65,35276527,,,,55.69,27,,74.415,,,44.78,,7.08,,,,,,,,,,,,
35,27,70,35277027,,7000,3000,55.69,27,,75.89,,,44.78,,7.43,,,,,,,,,,,,
35,27,75,35277527,,,,55.69,27,,77.375,,,44.78,,7.78,,,,,,,,,,,,
35,27,80,35278027,,8000,2000,55.69,27,,78.86,,,44.78,,8.14,,,,,,,,,,,,
35,27,85,35278527,,,,55.69,27,,80.36,,,44.78,,8.50,,,,,,,,,,,,
35,27,90,35279027,,9000,1000,55.69,27,,81.86,,,44.78,,8.86,,,,,,,,,,,,
35,27,95,35279527,,,,55.69,27,,83.375,,,44.78,,9.22,,,,,,,,,,,,
35,27,100,352710027,,10000,0,55.69,27,,84.89,,,44.78,,9.58,,,,,,,,,,,,
,,,27,,,,55.69,27,,70.29,,,44.78,,6.09,,,,,,,,,,,,
35,28,0,3528027,89.61,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
35,28,5,3528527,,,,55.69,27,,57.325,,,44.78,,3.00,,,,,,,,,,,,
35,28,10,35281027,,1000,9000,55.69,27,,58.96,,,44.78,,3.39,,,,,,,,,,,,
35,28,15,35281527,,,,55.69,27,,60.605,,,44.78,,3.78,,,,,,,,,,,,
35,28,20,35282027,,2000,8000,55.69,27,,62.25,,,44.78,,4.17,,,,,,,,,,,,
35,28,25,35282527,,,,55.69,27,,63.91,,,44.78,,4.57,,,,,,,,,,,,
35,28,30,35283027,,3000,7000,55.69,27,,65.57,,,44.78,,4.97,,,,,,,,,,,,
35,28,35,35283527,,,,55.69,27,,67.245,,,44.78,,5.37,,,,,,,,,,,,
35,28,40,35284027,,4000,6000,55.69,27,,68.92,,,44.78,,5.77,,,,,,,,,,,,
35,28,45,35284527,,,,55.69,27,,70.61,,,44.78,,6.17,,,,,,,,,,,,
35,28,50,35285027,,5000,5000,55.69,27,,72.30,,,44.78,,6.57,,,,,,,,,,,,
35,28,55,35285527,,,,55.69,27,,74.00,,,44.78,,6.98,,,,,,,,,,,,
35,28,60,35286027,,6000,4000,55.69,27,,75.70,,,44.78,,7.38,,,,,,,,,,,,
35,28,65,35286527,,,,55.69,27,,77.42,,,44.78,,7.80,,,,,,,,,,,,
35,28,70,35287027,,7000,3000,55.69,27,,79.14,,,44.78,,8.21,,,,,,,,,,,,
35,28,75,35287527,,,,55.69,27,,80.87,,,44.78,,8.62,,,,,,,,,,,,
35,28,80,35288027,,8000,2000,55.69,27,,82.60,,,44.78,,9.03,,,,,,,,,,,,
35,28,85,35288527,,,,55.69,27,,84.35,,,44.78,,9.45,,,,,,,,,,,,
35,28,90,35289027,,9000,1000,55.69,27,,86.09,,,44.78,,9.87,,,,,,,,,,,,
35,28,95,35289527,,,,55.69,27,,87.85,,,44.78,,10.29,,,,,,,,,,,,
35,28,100,352810027,,10000,0,55.69,27,,89.61,,,44.78,,10.71,,,,,,,,,,,,
,,,27,,,,55.69,27,,72.65,,,44.78,,6.66,,,,,,,,,,,,
34,27,0,3427027,84.94,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
34,27,5,3427527,,,,55.69,27,,57.105,,,44.78,,2.94,,,,,,,,,,,,
34,27,10,34271027,,1000,9000,55.69,27,,58.52,,,44.78,,3.28,,,,,,,,,,,,
34,27,15,34271527,,,,55.69,27,,59.945,,,44.78,,3.62,,,,,,,,,,,,
34,27,20,34272027,,2000,8000,55.69,27,,61.37,,,44.78,,3.96,,,,,,,,,,,,
34,27,25,34272527,,,,55.69,27,,62.805,,,44.78,,4.31,,,,,,,,,,,,
34,27,30,34273027,,3000,7000,55.69,27,,64.24,,,44.78,,4.65,,,,,,,,,,,,
34,27,35,34273527,,,,55.69,27,,65.69,,,44.78,,4.99,,,,,,,,,,,,
34,27,40,34274027,,4000,6000,55.69,27,,67.14,,,44.78,,5.34,,,,,,,,,,,,
34,27,45,34274527,,,,55.69,27,,68.60,,,44.78,,5.69,,,,,,,,,,,,
34,27,50,34275027,,5000,5000,55.69,27,,70.05,,,44.78,,6.04,,,,,,,,,,,,
34,27,55,34275527,,,,55.69,27,,71.515,,,44.78,,6.39,,,,,,,,,,,,
34,27,60,34276027,,6000,4000,55.69,27,,72.98,,,44.78,,6.74,,,,,,,,,,,,
34,27,65,34276527,,,,55.69,27,,74.46,,,44.78,,7.09,,,,,,,,,,,,
34,27,70,34277027,,7000,3000,55.69,27,,75.94,,,44.78,,7.44,,,,,,,,,,,,
34,27,75,34277527,,,,55.69,27,,77.425,,,44.78,,7.80,,,,,,,,,,,,
34,27,80,34278027,,8000,2000,55.69,27,,78.91,,,44.78,,8.15,,,,,,,,,,,,
34,27,85,34278527,,,,55.69,27,,80.41,,,44.78,,8.51,,,,,,,,,,,,
34,27,90,34279027,,9000,1000,55.69,27,,81.91,,,44.78,,8.87,,,,,,,,,,,,
34,27,95,34279527,,,,55.69,27,,83.425,,,44.78,,9.23,,,,,,,,,,,,
34,27,100,342710027,,10000,0,55.69,27,,84.94,,,44.78,,9.59,,,,,,,,,,,,
,,,27,,,,55.69,27,,70.315,,,44.78,,6.10,,,,,,,,,,,,
34,28,0,3428027,89.66,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
34,28,5,3428527,,,,55.69,27,,57.33,,,44.78,,3.00,,,,,,,,,,,,
34,28,10,34281027,,1000,9000,55.69,27,,58.97,,,44.78,,3.39,,,,,,,,,,,,
34,28,15,34281527,,,,55.69,27,,60.625,,,44.78,,3.78,,,,,,,,,,,,
34,28,20,34282027,,2000,8000,55.69,27,,62.28,,,44.78,,4.18,,,,,,,,,,,,
34,28,25,34282527,,,,55.69,27,,63.945,,,44.78,,4.58,,,,,,,,,,,,
34,28,30,34283027,,3000,7000,55.69,27,,65.61,,,44.78,,4.98,,,,,,,,,,,,
34,28,35,34283527,,,,55.69,27,,67.285,,,44.78,,5.38,,,,,,,,,,,,
34,28,40,34284027,,4000,6000,55.69,27,,68.96,,,44.78,,5.78,,,,,,,,,,,,
34,28,45,34284527,,,,55.69,27,,70.65,,,44.78,,6.18,,,,,,,,,,,,
34,28,50,34285027,,5000,5000,55.69,27,,72.34,,,44.78,,6.58,,,,,,,,,,,,
34,28,55,34285527,,,,55.69,27,,74.05,,,44.78,,6.99,,,,,,,,,,,,
34,28,60,34286027,,6000,4000,55.69,27,,75.75,,,44.78,,7.40,,,,,,,,,,,,
34,28,65,34286527,,,,55.69,27,,77.47,,,44.78,,7.81,,,,,,,,,,,,
34,28,70,34287027,,7000,3000,55.69,27,,79.19,,,44.78,,8.22,,,,,,,,,,,,
34,28,75,34287527,,,,55.69,27,,80.92,,,44.78,,8.63,,,,,,,,,,,,
34,28,80,34288027,,8000,2000,55.69,27,,82.65,,,44.78,,9.04,,,,,,,,,,,,
34,28,85,34288527,,,,55.69,27,,84.40,,,44.78,,9.46,,,,,,,,,,,,
34,28,90,34289027,,9000,1000,55.69,27,,86.14,,,44.78,,9.88,,,,,,,,,,,,
34,28,95,34289527,,,,55.69,27,,87.9,,,44.78,,10.30,,,,,,,,,,,,
34,28,100,342810027,,10000,0,55.69,27,,89.66,,,44.78,,10.72,,,,,,,,,,,,
,,,27,,,,55.69,27,,72.675,,,44.78,,6.66,,,,,,,,,,,,
33,27,0,3327027,84.98,0,10000,55.69,27,,55.69,,,44.78,,2.61,,,,,,,,,,,,
33,27,5,3327527,,,,55.69,27,,57.115,,,44.78,,2.95,,,,,,,,,,,,
33,27,10,33271027,,1000,9000,55.69,27,,58.54,,,44.78,,3.29,,,,,,,,,,,,
33,27,15,33271527,,,,55.69,27,,59.97,,,44.78,,3.63,,,,,,,,,,,,
33,27,20,33272027,,2000,8000,55.69,27,,61.40,,,44.78,,3.97,,,,,,,,,,,,
33,27,25,33272527,,,,55.69,27,,62.84,,,44.78,,4.31,,,,,,,,,,,,
33,27,30,33273027,,3000,7000,55.69,27,,64.27,,,44.78,,4.65,,,,,,,,,,,,
33,27,35,33273527,,,,55.69,27,,65.72,,,44.78,,5.00,,,,,,,,,,,,
33,27,40,33274027,,4000,6000,55.69,27,,67.17,,,44.78,,5.35,,,,,,,,,,,,
33,27,45,33274527,,,,55.69,27,,68.63,,,44.78,,5.70,,,,,,,,,,,,
33,27,50,33275027,,5000,5000,55.69,27,,70.09,,,44.78,,6.05,,,,,,,,,,,,
33,27,55,33275527,,,,55.69,27,,71.56,,,44.78,,6.40,,,,,,,,,,,,
