KT,YT,TAZE HAVA ORANI,concat,TAZE HAVA,DÖNÜ? HAVASI,DÖNÜ? HAVASI ENTHALPY,KT,YT,Tmix Enthalpy,ÜFLEME ENTHALPY 15 C,Enthalpy Fark?,13,14,15,16,17,18,19,20,21,22,23,24
27,20,0,2720050.41,0,10000,50.41,25,50%,50.41,44.78,1.34,,,,,,,,,,,,
27,20,5,2720550.41,500,9500,50.41,25,,50.75,44.78,1.43,,,,,,,,,,,,
27,20,10,27201050.41,1000,9000,50.41,25,50%,51.09,44.78,1.51,,,,,,,,,,,,
27,20,15,27201550.41,1500,8500,50.41,25,,51.44,44.78,1.59,,,,,,,,,,,,
27,20,20,27202050.41,2000,8000,50.41,25,50%,51.78,44.78,1.67,,,,,,,,,,,,
27,20,25,27202550.41,2500,7500,50.41,25,,52.12,44.78,1.75,,,,,,,,,,,,
27,20,30,27203050.41,3000,7000,50.41,25,50%,52.46,44.78,1.83,,,,,,,,,,,,
27,20,35,27203550.41,3500,6500,50.41,25,,52.81,44.78,1.92,,,,,,,,,,,,
27,20,40,27204050.41,4000,6000,50.41,25,50%,53.15,44.78,2.00,,,,,,,,,,,,
27,20,45,27204550.41,4500,5500,50.41,25,,53.50,44.78,2.08,,,,,,,,,,,,
27,20,50,27205050.41,5000,5000,50.41,25,50%,53.84,44.78,2.16,,,,,,,,,,,,
27,20,55,27205550.41,5500,4500,50.41,25,,54.19,44.78,2.25,,,,,,,,,,,,
27,20,60,27206050.41,6000,4000,50.41,25,50%,54.53,44.78,2.33,,,,,,,,,,,,
27,20,65,27206550.41,6500,3500,50.41,25,,54.88,44.78,2.41,,,,,,,,,,,,
27,20,70,27207050.41,7000,3000,50.41,25,50%,55.22,44.78,2.49,,,,,,,,,,,,
27,20,75,27207550.41,7500,2500,50.41,25,,55.57,44.78,2.58,,,,,,,,,,,,
27,20,80,27208050.41,8000,2000,50.41,25,50%,55.91,44.78,2.66,,,,,,,,,,,,
27,20,85,27208550.41,8500,1500,50.41,25,,56.26,44.78,2.74,,,,,,,,,,,,
27,20,90,27209050.41,9000,1000,50.41,25,50%,56.61,44.78,2.83,,,,,,,,,,,,
27,20,95,27209550.41,9500,500,50.41,25,,56.96,44.78,2.91,,,,,,,,,,,,
27,20,100,272010050.41,10000,0,50.41,25,50%,57.30,44.78,2.99,,,,,,,,,,,,
,,,50.41,,,50.41,25,,0.00,44.78,-10.70,,,,,,,,,,,,
26,26,0,2626050.41,0,10000,50.41,25,50%,50.41,44.78,1.34,,,,,,,,,,,,
26,26,5,2626550.41,500,9500,50.41,25,,51.90,44.78,1.70,,,,,,,,,,,,
26,26,10,26261050.41,1000,9000,50.41,25,50%,53.39,44.78,2.06,,,,,,,,,,,,
26,26,15,26261550.41,1500,8500,50.41,25,,54.89,44.78,2.41,,,,,,,,,,,,
26,26,20,26262050.41,2000,8000,50.41,25,50%,56.38,44.78,2.77,,,,,,,,,,,,
26,26,25,26262550.41,2500,7500,50.41,25,,57.89,44.78,3.13,,,,,,,,,,,,
26,26,30,26263050.41,3000,7000,50.41,25,50%,59.39,44.78,3.49,,,,,,,,,,,,
26,26,35,26263550.41,3500,6500,50.41,25,,60.90,44.78,3.85,,,,,,,,,,,,
26,26,40,26264050.41,4000,6000,50.41,25,50%,62.40,44.78,4.21,,,,,,,,,,,,
26,26,45,26264550.41,4500,5500,50.41,25,,63.92,44.78,4.57,,,,,,,,,,,,
26,26,50,26265050.41,5000,5000,50.41,25,50%,65.44,44.78,4.93,,,,,,,,,,,,
26,26,55,26265550.41,5500,4500,50.41,25,,66.96,44.78,5.30,,,,,,,,,,,,
26,26,60,26266050.41,6000,4000,50.41,25,50%,68.48,44.78,5.66,,,,,,,,,,,,
26,26,65,26266550.41,6500,3500,50.41,25,,70.01,44.78,6.03,,,,,,,,,,,,
26,26,70,26267050.41,7000,3000,50.41,25,50%,71.54,44.78,6.39,,,,,,,,,,,,
26,26,75,26267550.41,7500,2500,50.41,25,,73.08,44.78,6.76,,,,,,,,,,,,
26,26,80,26268050.41,8000,2000,50.41,25,50%,74.61,44.78,7.12,,,,,,,,,,,,
26,26,85,26268550.41,8500,1500,50.41,25,,76.15,44.78,7.49,,,,,,,,,,,,
26,26,90,26269050.41,9000,1000,50.41,25,50%,77.69,44.78,7.86,,,,,,,,,,,,
26,26,95,26269550.41,9500,500,50.41,25,,79.24,44.78,8.23,,,,,,,,,,,,
26,26,100,262610050.41,10000,0,50.41,25,50%,80.79,44.78,8.60,,,,,,,,,,,,
,,,50.41,,,50.41,25,,0.00,44.78,-10.70,,,,,,,,,,,,
26,25,0,2625050.41,0,10000,50.41,25,50%,50.41,44.78,1.34,,,,,,,,,,,,
26,25,5,2625550.41,500,9500,50.41,25,,51.69,44.78,1.65,,,,,,,,,,,,
26,25,10,26251050.41,1000,9000,50.41,25,50%,52.97,44.78,1.96,,,,,,,,,,,,
26,25,15,26251550.41,1500,8500,50.41,25,,54.26,44.78,2.26,,,,,,,,,,,,
26,25,20,26252050.41,2000,8000,50.41,25,50%,55.54,44.78,2.57,,,,,,,,,,,,
26,25,25,26252550.41,2500,7500,50.41,25,,56.83,44.78,2.88,,,,,,,,,,,,
26,25,30,26253050.41,3000,7000,50.41,25,50%,58.12,44.78,3.19,,,,,,,,,,,,
26,25,35,26253550.41,3500,6500,50.41,25,,59.42,44.78,3.50,,,,,,,,,,,,
26,25,40,26254050.41,4000,6000,50.41,25,50%,60.71,44.78,3.80,,,,,,,,,,,,
26,25,45,26254550.41,4500,5500,50.41,25,,62.01,44.78,4.12,,,,,,,,,,,,
26,25,50,26255050.41,5000,5000,50.41,25,50%,63.31,44.78,4.43,,,,,,,,,,,,
26,25,55,26255550.41,5500,4500,50.41,25,,64.61,44.78,4.74,,,,,,,,,,,,
26,25,60,26256050.41,6000,4000,50.41,25,50%,65.91,44.78,5.05,,,,,,,,,,,,
26,25,65,26256550.41,6500,3500,50.41,25,,67.22,44.78,5.36,,,,,,,,,,,,
26,25,70,26257050.41,7000,3000,50.41,25,50%,68.53,44.78,5.67,,,,,,,,,,,,
26,25,75,26257550.41,7500,2500,50.41,25,,69.85,44.78,5.99,,,,,,,,,,,,
26,25,80,26258050.41,8000,2000,50.41,25,50%,71.16,44.78,6.30,,,,,,,,,,,,
26,25,85,26258550.41,8500,1500,50.41,25,,72.48,44.78,6.62,,,,,,,,,,,,
26,25,90,26259050.41,9000,1000,50.41,25,50%,73.80,44.78,6.93,,,,,,,,,,,,
26,25,95,26259550.41,9500,500,50.41,25,,75.13,44.78,7.25,,,,,,,,,,,,
26,25,100,262510050.41,10000,0,50.41,25,50%,76.45,44.78,7.56,,,,,,,,,,,,
,,,50.41,,,50.41,25,,0.00,44.78,-10.70,,,,,,,,,,,,
26,24,0,2624050.41,0,10000,50.41,25,50%,50.41,44.78,1.34,,,,,,,,,,,,
26,24,5,2624550.41,500,9500,50.41,25,,51.49,44.78,1.60,,,,,,,,,,,,
26,24,10,26241050.41,1000,9000,50.41,25,50%,52.57,44.78,1.86,,,,,,,,,,,,
26,24,15,26241550.41,1500,8500,50.41,25,,53.65,44.78,2.12,,,,,,,,,,,,
26,24,20,26242050.41,2000,8000,50.41,25,50%,54.73,44.78,2.38,,,,,,,,,,,,
26,24,25,26242550.41,2500,7500,50.41,25,,55.82,44.78,2.64,,,,,,,,,,,,
26,24,30,26243050.41,3000,7000,50.41,25,50%,56.90,44.78,2.89,,,,,,,,,,,,
26,24,35,26243550.41,3500,6500,50.41,25,,57.99,44.78,3.16,,,,,,,,,,,,
26,24,40,26244050.41,4000,6000,50.41,25,50%,59.08,44.78,3.42,,,,,,,,,,,,
26,24,45,26244550.41,4500,5500,50.41,25,,60.17,44.78,3.68,,,,,,,,,,,,
26,24,50,26245050.41,5000,5000,50.41,25,50%,61.26,44.78,3.94,,,,,,,,,,,,
26,24,55,26245550.41,5500,4500,50.41,25,,62.36,44.78,4.20,,,,,,,,,,,,
26,24,60,26246050.41,6000,4000,50.41,25,50%,63.45,44.78,4.46,,,,,,,,,,,,
26,24,65,26246550.41,6500,3500,50.41,25,,64.55,44.78,4.72,,,,,,,,,,,,
26,24,70,26247050.41,7000,3000,50.41,25,50%,65.65,44.78,4.98,,,,,,,,,,,,
26,24,75,26247550.41,7500,2500,50.41,25,,66.76,44.78,5.25,,,,,,,,,,,,
26,24,80,26248050.41,8000,2000,50.41,25,50%,67.86,44.78,5.51,,,,,,,,,,,,
26,24,85,26248550.41,8500,1500,50.41,25,,68.97,44.78,5.78,,,,,,,,,,,,
26,24,90,26249050.41,9000,1000,50.41,25,50%,70.07,44.78,6.04,,,,,,,,,,,,
26,24,95,26249550.41,9500,500,50.41,25,,71.18,44.78,6.31,,,,,,,,,,,,
26,24,100,262410050.41,10000,0,50.41,25,50%,72.29,44.78,6.57,,,,,,,,,,,,
,,,50.41,,,50.41,25,,0.00,44.78,-10.70,,,,,,,,,,,,
26,23,0,2623050.41,0,10000,50.41,25,50%,50.41,44.78,1.34,,,,,,,,,,,,
26,23,5,2623550.41,500,9500,50.41,25,,51.30,44.78,1.56,,,,,,,,,,,,
26,23,10,26231050.41,1000,9000,50.41,25,50%,52.18,44.78,1.77,,,,,,,,,,,,
26,23,15,26231550.41,1500,8500,50.41,25,,53.07,44.78,1.98,,,,,,,,,,,,
26,23,20,26232050.41,2000,8000,50.41,25,50%,53.95,44.78,2.19,,,,,,,,,,,,
26,23,25,26232550.41,2500,7500,50.41,25,,54.84,44.78,2.40,,,,,,,,,,,,
26,23,30,26233050.41,3000,7000,50.41,25,50%,55.73,44.78,2.62,,,,,,,,,,,,
26,23,35,26233550.41,3500,6500,50.41,25,,56.62,44.78,2.83,,,,,,,,,,,,
26,23,40,26234050.41,4000,6000,50.41,25,50%,57.51,44.78,3.04,,,,,,,,,,,,
26,23,45,26234550.41,4500,5500,50.41,25,,58.41,44.78,3.25,,,,,,,,,,,,
26,23,50,26235050.41,5000,5000,50.41,25,50%,59.30,44.78,3.47,,,,,,,,,,,,
26,23,55,26235550.41,5500,4500,50.41,25,,60.20,44.78,3.68,,,,,,,,,,,,
26,23,60,26236050.41,6000,4000,50.41,25,50%,61.09,44.78,3.90,,,,,,,,,,,,
26,23,65,26236550.41,6500,3500,50.41,25,,61.99,44.78,4.11,,,,,,,,,,,,
26,23,70,26237050.41,7000,3000,50.41,25,50%,62.89,44.78,4.33,,,,,,,,,,,,
26,23,75,26237550.41,7500,2500,50.41,25,,63.79,44.78,4.54,,,,,,,,,,,,
26,23,80,26238050.41,8000,2000,50.41,25,50%,64.69,44.78,4.76,,,,,,,,,,,,
26,23,85,26238550.41,8500,1500,50.41,25,,65.60,44.78,4.97,,,,,,,,,,,,
26,23,90,26239050.41,9000,1000,50.41,25,50%,66.50,44.78,5.19,,,,,,,,,,,,
26,23,95,26239550.41,9500,500,50.41,25,,67.41,44.78,5.40,,,,,,,,,,,,
26,23,100,262310050.41,10000,0,50.41,25,50%,68.31,44.78,5.62,,,,,,,,,,,,
,,,50.41,,,50.41,25,,0.00,44.78,-10.70,,,,,,,,,,,,
26,22,0,2622050.41,0,10000,50.41,25,50%,50.41,44.78,1.34,,,,,,,,,,,,
26,22,5,2622550.41,500,9500,50.41,25,,51.11,44.78,1.51,,,,,,,,,,,,
26,22,10,26221050.41,1000,9000,50.41,25,50%,51.80,44.78,1.68,,,,,,,,,,,,
26,22,15,26221550.41,1500,8500,50.41,25,,52.50,44.78,1.84,,,,,,,,,,,,
26,22,20,26222050.41,2000,8000,50.41,25,50%,53.20,44.78,2.01,,,,,,,,,,,,
26,22,25,26222550.41,2500,7500,50.41,25,,53.90,44.78,2.18,,,,,,,,,,,,
26,22,30,26223050.41,3000,7000,50.41,25,50%,54.60,44.78,2.35,,,,,,,,,,,,
26,22,35,26223550.41,3500,6500,50.41,25,,55.30,44.78,2.51,,,,,,,,,,,,
26,22,40,26224050.41,4000,6000,50.41,25,50%,56.00,44.78,2.68,,,,,,,,,,,,
26,22,45,26224550.41,4500,5500,50.41,25,,56.71,44.78,2.85,,,,,,,,,,,,
26,22,50,26225050.41,5000,5000,50.41,25,50%,57.41,44.78,3.02,,,,,,,,,,,,
26,22,55,26225550.41,5500,4500,50.41,25,,58.12,44.78,3.18,,,,,,,,,,,,
26,22,60,26226050.41,6000,4000,50.41,25,50%,58.82,44.78,3.35,,,,,,,,,,,,
26,22,65,26226550.41,6500,3500,50.41,25,,59.53,44.78,3.52,,,,,,,,,,,,
26,22,70,26227050.41,7000,3000,50.41,25,50%,60.24,44.78,3.69,,,,,,,,,,,,
26,22,75,26227550.41,7500,2500,50.41,25,,60.95,44.78,3.86,,,,,,,,,,,,
26,22,80,26228050.41,8000,2000,50.41,25,50%,61.65,44.78,4.03,,,,,,,,,,,,
26,22,85,26228550.41,8500,1500,50.41,25,,62.36,44.78,4.20,,,,,,,,,,,,
26,22,90,26229050.41,9000,1000,50.41,25,50%,63.07,44.78,4.37,,,,,,,,,,,,
26,22,95,26229550.41,9500,500,50.41,25,,63.78,44.78,4.54,,,,,,,,,,,,
26,22,100,262210050.41,10000,0,50.41,25,50%,64.49,44.78,4.71,,,,,,,,,,,,
,,,50.41,,,50.41,25,,0.00,44.78,-10.70,,,,,,,,,,,,
26,21,0,2621050.41,0,10000,50.41,25,50%,50.41,44.78,1.34,,,,,,,,,,,,
26,21,5,2621550.41,500,9500,50.41,25,,50.93,44.78,1.47,,,,,,,,,,,,
26,21,10,26211050.41,1000,9000,50.41,25,50%,51.44,44.78,1.59,,,,,,,,,,,,
26,21,15,26211550.41,1500,8500,50.41,25,,51.96,44.78,1.71,,,,,,,,,,,,
26,21,20,26212050.41,2000,8000,50.41,25,50%,52.48,44.78,1.84,,,,,,,,,,,,
26,21,25,26212550.41,2500,7500,50.41,25,,53.00,44.78,1.96,,,,,,,,,,,,
26,21,30,26213050.41,3000,7000,50.41,25,50%,53.52,44.78,2.09,,,,,,,,,,,,
26,21,35,26213550.41,3500,6500,50.41,25,,54.04,44.78,2.21,,,,,,,,,,,,
26,21,40,26214050.41,4000,6000,50.41,25,50%,54.56,44.78,2.34,,,,,,,,,,,,
26,21,45,26214550.41,4500,5500,50.41,25,,55.08,44.78,2.46,,,,,,,,,,,,
26,21,50,26215050.41,5000,5000,50.41,25,50%,55.60,44.78,2.58,,,,,,,,,,,,
26,21,55,26215550.41,5500,4500,50.41,25,,56.12,44.78,2.71,,,,,,,,,,,,
26,21,60,26216050.41,6000,4000,50.41,25,50%,56.64,44.78,2.83,,,,,,,,,,,,
26,21,65,26216550.41,6500,3500,50.41,25,,57.17,44.78,2.96,,,,,,,,,,,,
26,21,70,26217050.41,7000,3000,50.41,25,50%,57.69,44.78,3.08,,,,,,,,,,,,
26,21,75,26217550.41,7500,2500,50.41,25,,58.22,44.78,3.21,,,,,,,,,,,,
26,21,80,26218050.41,8000,2000,50.41,25,50%,58.74,44.78,3.33,,,,,,,,,,,,
26,21,85,26218550.41,8500,1500,50.41,25,,59.27,44.78,3.46,,,,,,,,,,,,
26,21,90,26219050.41,9000,1000,50.41,25,50%,59.79,44.78,3.58,,,,,,,,,,,,
26,21,95,26219550.41,9500,500,50.41,25,,60.32,44.78,3.71,,,,,,,,,,,,
26,21,100,262110050.41,10000,0,50.41,25,50%,60.84,44.78,3.84,,,,,,,,,,,,
,,,50.41,,,50.41,25,,0.00,44.78,-10.70,,,,,,,,,,,,
26,20,0,2620050.41,0,10000,50.41,25,50%,50.41,44.78,1.34,,,,,,,,,,,,
26,20,5,2620550.41,500,9500,50.41,25,,50.79,44.78,1.44,,,,,,,,,,,,
26,20,10,26201050.41,1000,9000,50.41,25,50%,51.17,44.78,1.53,,,,,,,,,,,,
26,20,15,26201550.41,1500,8500,50.41,25,,51.48,44.78,1.60,,,,,,,,,,,,
26,20,20,26202050.41,2000,8000,50.41,25,50%,51.79,44.78,1.67,,,,,,,,,,,,
26,20,25,26202550.41,2500,7500,50.41,25,,52.14,44.78,1.76,,,,,,,,,,,,
26,20,30,26203050.41,3000,7000,50.41,25,50%,52.48,44.78,1.84,,,,,,,,,,,,
26,20,35,26203550.41,3500,6500,50.41,25,,52.83,44.78,1.92,,,,,,,,,,,,
26,20,40,26204050.41,4000,6000,50.41,25,50%,53.17,44.78,2.00,,,,,,,,,,,,
26,20,45,26204550.41,4500,5500,50.41,25,,53.52,44.78,2.09,,,,,,,,,,,,
26,20,50,26205050.41,5000,5000,50.41,25,50%,53.86,44.78,2.17,,,,,,,,,,,,
26,20,55,26205550.41,5500,4500,50.41,25,,54.21,44.78,2.25,,,,,,,,,,,,
26,20,60,26206050.41,6000,4000,50.41,25,50%,54.55,44.78,2.33,,,,,,,,,,,,
26,20,65,26206550.41,6500,3500,50.41,25,,54.90,44.78,2.42,,,,,,,,,,,,
26,20,70,26207050.41,7000,3000,50.41,25,50%,55.25,44.78,2.50,,,,,,,,,,,,
26,20,75,26207550.41,7500,2500,50.41,25,,55.60,44.78,2.58,,,,,,,,,,,,
26,20,80,26208050.41,8000,2000,50.41,25,50%,55.94,44.78,2.67,,,,,,,,,,,,
26,20,85,26208550.41,8500,1500,50.41,25,,56.29,44.78,2.75,,,,,,,,,,,,
26,20,90,26209050.41,9000,1000,50.41,25,50%,56.64,44.78,2.83,,,,,,,,,,,,
26,20,95,26209550.41,9500,500,50.41,25,,56.99,44.78,2.92,,,,,,,,,,,,
26,20,100,262010050.41,10000,0,50.41,25,50%,57.34,44.78,3.00,,,,,,,,,,,,
,,,,,,,,,,44.78,,,,,,,,,,,,,
40,27,0,4027055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
40,27,5,40275,,,,27,,57.08,44.78,2.94,,,,,,,,,,,,
40,27,10,40271055.69,1000,9000,55.69,27,50%,58.46,44.78,3.27,,,,,,,,,,,,
40,27,15,40271555.69,,,55.69,27,,59.855,44.78,3.60,,,,,,,,,,,,
40,27,20,40272055.69,2000,8000,55.69,27,50%,61.25,44.78,3.93,,,,,,,,,,,,
40,27,25,40272555.69,,,55.69,27,,62.66,44.78,4.27,,,,,,,,,,,,
40,27,30,40273055.69,3000,7000,55.69,27,50%,64.07,44.78,4.61,,,,,,,,,,,,
40,27,35,40273555.69,,,55.69,27,,65.495,44.78,4.95,,,,,,,,,,,,
40,27,40,40274055.69,4000,6000,55.69,27,50%,66.92,44.78,5.29,,,,,,,,,,,,
40,27,45,40274555.69,,,55.69,27,,68.36,44.78,5.63,,,,,,,,,,,,
40,27,50,40275055.69,5000,5000,55.69,27,50%,69.80,44.78,5.98,,,,,,,,,,,,
40,27,55,40275555.69,,,55.69,27,,71.25,44.78,6.32,,,,,,,,,,,,
40,27,60,40276055.69,6000,4000,55.69,27,50%,72.70,44.78,6.67,,,,,,,,,,,,
40,27,65,40276555.69,,,55.69,27,,74.17,44.78,7.02,,,,,,,,,,,,
40,27,70,40277055.69,7000,3000,55.69,27,50%,75.64,44.78,7.37,,,,,,,,,,,,
40,27,75,40277555.69,,,55.69,27,,77.125,44.78,7.73,,,,,,,,,,,,
40,27,80,40278055.69,8000,2000,55.69,27,50%,78.61,44.78,8.08,,,,,,,,,,,,
40,27,85,40278555.69,,,55.69,27,,80.11,44.78,8.44,,,,,,,,,,,,
40,27,90,40279055.69,9000,1000,55.69,27,50%,81.61,44.78,8.80,,,,,,,,,,,,
40,27,95,40279555.69,,,55.69,27,,83.13,44.78,9.16,,,,,,,,,,,,
40,27,100,402710055.69,10000,0,55.69,27,50%,84.65,44.78,9.52,,,,,,,,,,,,
,,,55.69,,,55.69,27,,70.17,44.78,6.06,,,,,,,,,,,,
40,28,0,4028055.69,0,10000,55.69,27,,55.69,44.78,2.61,,,,,,,,,,,,
40,28,5,4028555.69,,,55.69,27,,57.295,44.78,2.99,,,,,,,,,,,,
40,28,10,40281055.69,1000,9000,55.69,27,,58.90,44.78,3.37,,,,,,,,,,,,
40,28,15,40281555.69,,,55.69,27,,60.52,44.78,3.76,,,,,,,,,,,,
40,28,20,40282055.69,2000,8000,55.69,27,,62.14,44.78,4.15,,,,,,,,,,,,
40,28,25,40282555.69,,,55.69,27,,63.775,44.78,4.54,,,,,,,,,,,,
40,28,30,40283055.69,3000,7000,55.69,27,,65.41,44.78,4.93,,,,,,,,,,,,
40,28,35,40283555.69,,,55.69,27,,67.065,44.78,5.32,,,,,,,,,,,,
40,28,40,40284055.69,4000,6000,55.69,27,,68.72,44.78,5.72,,,,,,,,,,,,
40,28,45,40284555.69,,,55.69,27,,70.395,44.78,6.12,,,,,,,,,,,,
40,28,50,40285055.69,5000,5000,55.69,27,,72.07,44.78,6.52,,,,,,,,,,,,
40,28,55,40285555.69,,,55.69,27,,73.76,44.78,6.92,,,,,,,,,,,,
40,28,60,40286055.69,6000,4000,55.69,27,,75.45,44.78,7.33,,,,,,,,,,,,
40,28,65,40286555.69,,,55.69,27,,77.16,44.78,7.73,,,,,,,,,,,,
40,28,70,40287055.69,7000,3000,55.69,27,,78.87,44.78,8.14,,,,,,,,,,,,
40,28,75,40287555.69,,,55.69,27,,80.6,44.78,8.56,,,,,,,,,,,,
40,28,80,40288055.69,8000,2000,55.69,27,,82.33,44.78,8.97,,,,,,,,,,,,
40,28,85,40288555.69,,,55.69,27,,84.08,44.78,9.39,,,,,,,,,,,,
40,28,90,40289055.69,9000,1000,55.69,27,,85.83,44.78,9.80,,,,,,,,,,,,
40,28,95,40289555.69,,,55.69,27,,87.595,44.78,10.23,,,,,,,,,,,,
40,28,100,402810055.69,10000,0,55.69,27,,89.36,44.78,10.65,,,,,,,,,,,,
,,,55.69,,,55.69,27,,72.525,44.78,6.63,,,,,,,,,,,,
39,27,0,3927055.69,0,10000,55.69,27,,55.69,44.78,2.61,,,,,,,,,,,,
39,27,5,3927555.69,,,55.69,27,,57.08,44.78,2.94,,,,,,,,,,,,
39,27,10,39271055.69,1000,9000,55.69,27,,58.47,44.78,3.27,,,,,,,,,,,,
39,27,15,39271555.69,,,55.69,27,,59.87,44.78,3.60,,,,,,,,,,,,
39,27,20,39272055.69,2000,8000,55.69,27,,61.27,44.78,3.94,,,,,,,,,,,,
39,27,25,39272555.69,,,55.69,27,,62.685,44.78,4.28,,,,,,,,,,,,
39,27,30,39273055.69,3000,7000,55.69,27,,64.10,44.78,4.61,,,,,,,,,,,,
39,27,35,39273555.69,,,55.69,27,,65.53,44.78,4.95,,,,,,,,,,,,
39,27,40,39274055.69,4000,6000,55.69,27,,66.95,44.78,5.30,,,,,,,,,,,,
39,27,45,39274555.69,,,55.69,27,,68.395,44.78,5.64,,,,,,,,,,,,
39,27,50,39275055.69,5000,5000,55.69,27,,69.84,44.78,5.99,,,,,,,,,,,,
39,27,55,39275555.69,,,55.69,27,,71.295,44.78,6.33,,,,,,,,,,,,
39,27,60,39276055.69,6000,4000,55.69,27,,72.75,44.78,6.68,,,,,,,,,,,,
39,27,65,39276555.69,,,55.69,27,,74.22,44.78,7.03,,,,,,,,,,,,
39,27,70,39277055.69,7000,3000,55.69,27,,75.69,44.78,7.38,,,,,,,,,,,,
39,27,75,39277555.69,,,55.69,27,,77.175,44.78,7.74,,,,,,,,,,,,
39,27,80,39278055.69,8000,2000,55.69,27,,78.66,44.78,8.09,,,,,,,,,,,,
39,27,85,39278555.69,,,55.69,27,,80.16,44.78,8.45,,,,,,,,,,,,
39,27,90,39279055.69,9000,1000,55.69,27,,81.66,44.78,8.81,,,,,,,,,,,,
39,27,95,39279555.69,,,55.69,27,,83.18,44.78,9.17,,,,,,,,,,,,
39,27,100,392710055.69,10000,0,55.69,27,,84.70,44.78,9.53,,,,,,,,,,,,
,,,55.69,,,55.69,27,,70.195,44.78,6.07,,,,,,,,,,,,
39,28,0,3928055.69,0,10000,55.69,27,,55.69,44.78,2.61,,,,,,,,,,,,
39,28,5,3928555.69,,,55.69,27,,57.3,44.78,2.99,,,,,,,,,,,,
39,28,10,39281055.69,1000,9000,55.69,27,,58.91,44.78,3.37,,,,,,,,,,,,
39,28,15,39281555.69,,,55.69,27,,60.535,44.78,3.76,,,,,,,,,,,,
39,28,20,39282055.69,2000,8000,55.69,27,,62.16,44.78,4.15,,,,,,,,,,,,
39,28,25,39282555.69,,,55.69,27,,63.8,44.78,4.54,,,,,,,,,,,,
39,28,30,39283055.69,3000,7000,55.69,27,,65.44,44.78,4.93,,,,,,,,,,,,
39,28,35,39283555.69,,,55.69,27,,67.1,44.78,5.33,,,,,,,,,,,,
39,28,40,39284055.69,4000,6000,55.69,27,,68.76,44.78,5.73,,,,,,,,,,,,
39,28,45,39284555.69,,,55.69,27,,70.435,44.78,6.13,,,,,,,,,,,,
39,28,50,39285055.69,5000,5000,55.69,27,,72.11,44.78,6.53,,,,,,,,,,,,
39,28,55,39285555.69,,,55.69,27,,73.805,44.78,6.93,,,,,,,,,,,,
39,28,60,39286055.69,6000,4000,55.69,27,,75.50,44.78,7.34,,,,,,,,,,,,
39,28,65,39286555.69,,,55.69,27,,77.21,44.78,7.75,,,,,,,,,,,,
39,28,70,39287055.69,7000,3000,55.69,27,,78.92,44.78,8.15,,,,,,,,,,,,
39,28,75,39287555.69,,,55.69,27,,80.65,44.78,8.57,,,,,,,,,,,,
39,28,80,39288055.69,8000,2000,55.69,27,,82.38,44.78,8.98,,,,,,,,,,,,
39,28,85,39288555.69,,,55.69,27,,84.13,44.78,9.40,,,,,,,,,,,,
39,28,90,39289055.69,9000,1000,55.69,27,,85.88,44.78,9.82,,,,,,,,,,,,
39,28,95,39289555.69,,,55.69,27,,87.645,44.78,10.24,,,,,,,,,,,,
39,28,100,392810055.69,10000,0,55.69,27,,89.41,44.78,10.66,,,,,,,,,,,,
,,,55.69,,,55.69,27,,72.55,44.78,6.63,,,,,,,,,,,,
38,27,0,3827055.69,0,10000,55.69,27,,55.69,44.78,2.61,,,,,,,,,,,,
38,27,5,3827555.69,,,55.69,27,,57.085,44.78,2.94,,,,,,,,,,,,
38,27,10,38271055.69,1000,9000,55.69,27,,58.48,44.78,3.27,,,,,,,,,,,,
38,27,15,38271555.69,,,55.69,27,,59.885,44.78,3.61,,,,,,,,,,,,
38,27,20,38272055.69,2000,8000,55.69,27,,61.29,44.78,3.94,,,,,,,,,,,,
38,27,25,38272555.69,,,55.69,27,,62.71,44.78,4.28,,,,,,,,,,,,
38,27,30,38273055.69,3000,7000,55.69,27,,64.13,44.78,4.62,,,,,,,,,,,,
38,27,35,38273555.69,,,55.69,27,,65.56,44.78,4.96,,,,,,,,,,,,
38,27,40,38274055.69,4000,6000,55.69,27,,66.99,44.78,5.30,,,,,,,,,,,,
38,27,45,38274555.69,,,55.69,27,,68.435,44.78,5.65,,,,,,,,,,,,
38,27,50,38275055.69,5000,5000,55.69,27,,69.88,44.78,5.99,,,,,,,,,,,,
38,27,55,38275555.69,,,55.69,27,,71.34,44.78,6.34,,,,,,,,,,,,
38,27,60,38276055.69,6000,4000,55.69,27,,72.80,44.78,6.69,,,,,,,,,,,,
38,27,65,38276555.69,,,55.69,27,,74.27,44.78,7.04,,,,,,,,,,,,
38,27,70,38277055.69,7000,3000,55.69,27,,75.74,44.78,7.39,,,,,,,,,,,,
38,27,75,38277555.69,,,55.69,27,,77.225,44.78,7.75,,,,,,,,,,,,
38,27,80,38278055.69,8000,2000,55.69,27,,78.71,44.78,8.10,,,,,,,,,,,,
38,27,85,38278555.69,,,55.69,27,,80.21,44.78,8.46,,,,,,,,,,,,
38,27,90,38279055.69,9000,1000,55.69,27,,81.71,44.78,8.82,,,,,,,,,,,,
38,27,95,38279555.69,,,55.69,27,,83.225,44.78,9.18,,,,,,,,,,,,
38,27,100,382710055.69,10000,0,55.69,27,,84.74,44.78,9.54,,,,,,,,,,,,
,,,55.69,,,55.69,27,,70.215,44.78,6.07,,,,,,,,,,,,
